	umls_meddra	umls_def
3185	C1736167	Systemic allergic reaction
3186	C0014130	Endocrine disorder
3187	C0151578	Creatinine increased
3188	C0877097	Application site vesicles
3189	C0004364	Autoimmune disorder
3190	C0149801	Urosepsis
3191	C1697542	Infusion site thrombosis
3192	C0855642	Blood uric acid abnormal
3193	C2267233	Hypotonia neonatal
3194	C0242528	Azotaemia
3195	C0036203	Cutaneous sarcoidosis
3196	C2750515	Subcutaneous bleeding
3197	C0919572	Agitation postoperative
3198	C0860967	Calcium low
3199	C1112616	Loss of proprioception
3200	C0854058	pH urine increased
3201	C0002895	Sickle cell anaemia
3202	C0267033	Lip ulceration
3203	C0025064	Mediastinitis
3204	C0239981	Hypoalbuminaemia
3205	C1112489	Corneal irritation
3206	C0233494	Tension
3207	C0750016	Generalized urticaria
3208	C0085082	Fungaemia
3209	C0423153	Lacrimation
3210	C0339478	Arteriosclerotic retinopathy
3211	C0021831	Unspecified disorder of intestine
3212	C0853050	Blood acid phosphatase increased
3213	C0948643	Hyperuricosuria
3214	C0221773	Hyperamylasaemia
3215	C0027051	Myocardial infarction
3216	C0348024	Dysfunction thyroid
3217	C0151624	Ulcerative enterocolitis
3218	C0015467	Facial neuralgia
3219	C0302592	Cervix carcinoma
3220	C0013395	Dyspepsia
3221	C1253936	Joint effusion
3222	C0235698	Abdominal distension gaseous
3223	C0243010	Encephalitis viral
3224	C0023473	Chronic myeloid leukaemia
3225	C0859032	Moaning
3226	C0855247	Sleep attacks
3227	C0948389	Intestinal hypomotility
3228	C0344432	Multifocal ventricular tachycardia
3229	C0392025	Enlargement abdomen
3231	C0032326	Pneumothorax
3232	C0008513	Chorioretinitis
3233	C0856102	Gynecomastia aggravated
3234	C0085762	Alcohol abuse
3235	C0235876	Depression aggravated
3236	C0860945	Creatinine normal
3237	C0017178	Gastrointestinal disorder
3238	C0235974	Pancreatic carcinoma
3239	C0263465	Skin xerosis
3240	C0332563	Papule
3241	C0264352	Bronchial ulceration
3242	C0277961	Oily hair
3243	C0235834	Upper motor neurone lesion
3244	C3536683	Ovulation inhibited
3245	C0578735	Lymphadenopathy axillary
3246	C0497201	Abnormal sensation in eye
3247	C0242770	Bronchiolitis obliterans with organizing pneumonia
3248	C0235437	Gravitational oedema
3249	C0700363	Rhythm idioventricular
3250	C1167760	Bacterial test positive
3251	C0333271	Bloody discharge
3252	C0028734	Nocturia
3253	C0034063	Pulmonary oedema
3254	C0302870	Microcytic
3255	C0011875	Diabetic vascular disorder
3256	C0393947	Cholinergic crisis
3257	C0859023	Talkativeness
3258	C0149741	Breast discharge
3259	C0007117	Basal cell carcinoma
3261	C0042900	Vitiligo
3262	C0277885	Blood pressure systolic decreased
3263	C0853959	Device breakage
3264	C3203646	Bilirubin total decreased
3265	C1542178	Lower limb fracture
3266	C0029261	Orgasm abnormal
3267	C1868988	Immune complex reaction
3268	C1262141	Poor quality sleep
3269	C0236993	Other sleep disturbances
3270	C1142017	Glabellar reflex abnormal
3272	C0857386	Nocturnal confusion
3273	C0522757	Exposure to toxic agent
3274	C0265031	Haemorrhoidal haemorrhage
3275	C0020641	Hypopyon
3276	C0877450	Obnubilation
3277	C0549293	Nasal soreness
3278	C0007855	Cervical polyp
3279	C0013404	Dyspnoea
3280	C0151594	Diarrhoea haemorrhagic
3281	C0239150	Creatinine low
3282	C0549395	Blood urea decreased
3283	C0744130	Diabetic foot infection
3284	C0038238	Steatorrhoea
3285	C2010560	Gastritis haemorrhagic
3286	C0334579	Anaplastic astrocytoma
3287	C0555971	Oral infection
3288	C1142257	Incision site pain
3289	C1096185	Dacryostenosis acquired
3290	C1504537	Vegetative dystonia
3291	C0024103	Breast mass
3292	C0264522	Pneumonia hypostatic
3293	C0574068	Rib pain
3294	C0267446	Acute gastroenteritis
3295	C0595877	Blood glucose increased
3296	C0920063	Uric acid high
3297	C0522171	Sense of oppression
3298	C0919768	Extremity contracture
3299	C1868917	Heart racing
3301	C0860801	Glucose low
3303	C0020217	Hydatidiform mole
3304	C0520723	Periorbital haematoma
3305	C0240802	Pregnancy test positive
3306	C0231666	Wrist drop
3307	C0178416	Hypoplastic anaemia
3308	C0231451	Joint hyperextension
3309	C0521500	Injection site extravasation
3310	C0238154	Epidural haemorrhage
3311	C0031090	Periodontal disease
3312	C0013298	Duodenitis
3313	C0455769	Energy increased
3314	C0178874	Neoplasm progression
3315	C0033117	Priapism
3316	C0948857	Electrocardiogram repolarisation abnormality
3317	C0020453	Hyperaesthesia
3318	C2979982	Vaginal haemorrhage
3319	C0040427	Tooth malformation
3320	C0035328	Retinal vein occlusion
3321	C0022904	Lacrimal disorder
3322	C0877508	Irritation gum
3323	C2586050	Oesophagitis ulcerative
3324	C0233571	Excitement
3325	C0549635	Potassium abnormal NOS
3326	C0235819	Rash bullous
3327	C0023267	Leiomyoma
3328	C0423798	Increased tendency to bruise
3329	C0037997	Spleen disorder
3330	C0877046	Tooth infection
3331	C0936254	Polyradiculoneuritis
3332	C0024248	Lymphocele
3333	C0020443	Hypercholesterolaemia
3334	C0234943	Application site anaesthesia
3335	C0036651	Solar lentigo
3336	C0438254	Urine electrolytes abnormal
3337	C0015934	Microsomia
3338	C1096106	Wound complication
3339	C0340885	Prosthetic cardiac valve thrombosis
3340	C0417744	Mosquito bite
3341	C0040034	Thrombocytopenia
3342	C0235018	Localised numbness
3343	C0429059	Electrocardiogram T wave amplitude decreased
3345	C0205707	Sprue
3346	C0018987	Hemimelia
3347	C0023440	Erythroleukaemia
3348	C0158570	Vascular anomaly
3349	C0020457	Diabetic hyperosmolar coma
3350	C0013928	Fat embolism
3351	C0016412	Folate deficiency
3352	C0151313	Peripheral sensory neuropathy
3353	C1527405	Erythrocytosis
3354	C0043145	Whiplash injury
3356	C0265057	Superficial thrombophlebitis of leg
3357	C0029883	Middle ear effusion
3358	C0267537	Caecitis
3359	C0877322	Muscle tightness
3360	C0345326	Phimosis
3361	C0009492	Compartment syndrome
3362	C0000772	Multiple congenital abnormalities
3363	C0034194	Pyloric stenosis
3364	C0406317	Plaque psoriasis
3365	C0235567	Sputum increased
3366	C0175167	Acneiform eruption
3367	C0024902	Breast pain
3368	C0235770	Malignant ovarian cyst
3369	C1141936	Purple glove syndrome
3370	C0034931	Reflex sympathetic dystrophy
3371	C2242582	Cholestatic liver injury
3372	C0025274	Menarche
3373	C0151864	Pregnancy disorder
3374	C0858217	Gastrointestinal fullness
3375	C0085160	Hidradenitis
3376	C0877363	Gynecological-related pain
3377	C0038013	Ankylosing spondylitis
3378	C0435630	Wrist fracture
3379	C0235793	Mastitis male
3380	C0020175	Hunger
3381	C0034642	Rales
3382	C0268854	Contracted bladder
3383	C0857087	Dizzy spells
3384	C0232285	Chest pressure sensation of
3385	C0578682	Eyebrow loss of
3386	C0677865	Brain stem glioma
3387	C0032266	Pneumatosis cystoides intestinalis
3388	C0235295	Abdominal distress
3389	C0010692	Cystitis
3390	C0400823	Neutropenic colitis
3391	C0038833	Superior vena cava syndrome
3392	C1760428	Suicidal behaviour
3393	C0042139	Uterine perforation
3394	C0404445	Ovarian atrophy
3395	C0023484	Plasma cell leukaemia
3396	C0853954	Corneal calcification
3397	C0013274	Patent ductus arteriosus
3398	C0948586	Protein urine present
3399	C0001231	Ectopic ACTH syndrome
3400	C0948733	Abdominal spasm
3401	C0428908	Sinoatrial node dysfunction
3402	C0851536	Administration site reaction
3403	C0751436	Tetrahydrobiopterin deficiency
3404	C0040414	Tongue hairy
3405	C0856105	Hepatitis aggravated
3406	C0018552	Hamartoma
3407	C0860434	Fluid and electrolyte imbalance
3408	C0003119	Anophthalmos
3409	C0149778	Soft tissue infection
3410	C0009376	Colonic polyp
3411	C0542008	Injection site haematoma
3412	C1608408	Malignant transformation
3413	C0041948	Uremia
3414	C0853776	Blood albumin increased
3415	C0271093	Stargardt's disease
3416	C0751476	Retching reflex decreased
3417	C0549428	Nicotinic effects
3418	C0015944	Premature rupture of membranes
3419	C0751249	Chronic insomnia
3420	C0022660	Renal failure acute
3421	C1142498	Application site excoriation
3422	C0240273	Lymph node tenderness
3423	C0858867	Reticulocytopenia
3424	C0235490	Peripheral ischaemia
3425	C0086981	Syndrome sicca
3426	C0018817	Atrial septal defect
3427	C1142357	Symptomatic hyperlactatemia
3428	C1527411	Retinal vein thrombosis
3429	C1112613	Neonatal tachypnoea
3430	C0524702	Pulmonary thromboembolism
3431	C1411873	Ovulation disorder
3432	C0948484	Anal discomfort
3433	C0153690	Bone cancer metastatic
3434	C0020542	Pulmonary hypertension
3435	C0549399	Low density lipoprotein increased
3436	C1112257	Oral pustule
3437	C0085655	Polymyositis
3438	C0853087	Nail abnormality NOS
3439	C0687713	Gastrointestinal pain
3440	C1704375	Hypophosphataemic rickets
3441	C0855619	Alanine aminotransferase abnormal
3442	C0238425	Sickle cell anaemia with crisis
3443	C0235446	Azotaemia of renal origin
3444	C3257803	Tearing eyes
3445	C0858797	Instillation site pain
3446	C0239987	Immunoglobulin G low
3447	C1692886	Arthritis bacterial
3448	C0858219	Clinical flare reaction
3449	C0855331	Electrocardiogram QT corrected interval
3450	C2939065	Airway edema
3451	C0262578	Night cramps
3452	C1527407	Eosinophilic pneumonia
3453	C0341512	Retroperitoneal haematoma
3454	C0740304	COPD exacerbation
3455	C0004063	Assault
3456	C0011269	Vascular dementia
3457	C0549288	Pelvic venous thrombosis
3458	C0346392	Choroidal nevus
3459	C0015401	Foreign body in eye
3460	C0242429	Throat sore
3461	C0041747	Unintended pregnancy
3462	C0854286	Eyelid function disorder
3463	C0239836	Paraesthesia hand
3464	C0694575	Macular fibrosis
3465	C0857035	Acute anaphylaxis
3466	C0853960	Bacterial disease carrier
3467	C0042035	Micturition disorder
3468	C0233569	Physical wandering
3469	C0349790	Exacerbation of asthma
3470	C0034372	Quadriplegia
3471	C0161446	Brachial plexus injury
3472	C0019080	Haemorrhage
3473	C0877792	Circadian rhythm sleep disorder
3474	C0917805	Transient cerebral ischemia
3475	C0042384	Vasculitis
3476	C0001144	Acne vulgaris
3477	C0042135	Uterine atony
3478	C0015403	Eye infection
3479	C0860207	Drug-induced liver injury
3480	C2752009	White matter lesion
3481	C0340515	Myocardial depression
3482	C0032797	Postpartum haemorrhage
3483	C0015409	Eye penetration
3484	C0333582	Dystrophic calcification
3485	C0560637	Genital injury
3486	C0699791	Carcinoma stomach
3487	C0429774	Residual urine volume
3488	C1269683	Major depression
3489	C0042063	Congenital genitourinary abnormality
3490	C0149744	Oral lesion
3491	C0233401	Psychiatric symptom
3492	C0343065	Urticaria physical
3493	C0542044	Incoherent
3494	C0549622	Sexual dysfunction
3495	C0267158	Reflux gastritis
3496	C0282193	Iron overload
3497	C0155305	Optic ischaemic neuropathy
3498	C0877042	Graft loss
3499	C0264980	Purple toes syndrome
3500	C0019284	Diaphragmatic hernia
3501	C0010417	Cryptorchism
3502	C0009768	Conjunctivitis bacterial
3503	C0340865	Anaphylactoid reaction
3504	C0162628	Viral skin infection
3505	C0027073	Myofascial pain syndrome
3506	C0235905	Myasthenia gravis-like syndrome
3507	C0010520	Cyanosis
3508	C0852361	Skin haemorrhage
3509	C0344375	Stomach cramps
3510	C0030297	Pancreatic neoplasm
3511	C0001430	Adenoma benign
3513	C0857144	Metastatic pain
3514	C1168134	Anti-thyroid antibody positive
3515	C0027066	Myoclonus
3516	C0744131	Foot infection fungal NOS
3517	C0267596	Rectal haemorrhage
3518	C0948786	Blanching
3519	C0034013	Precocious puberty
3520	C0149732	Muscle rupture
3521	C0028949	Oligomenorrhoea
3522	C0015459	Face injury
3523	C3495916	Myocardial hypertrophy
3524	C0239343	Acral erythema
3525	C1167699	Lymphostasis
3526	C3160754	Atypical femur fracture
3527	C1167965	Urine output increased
3528	C0024282	Lymphocytosis
3529	C0151281	Genital ulceration
3530	C0549239	Dizziness aggravated
3531	C0264383	Organising pneumonia
3532	C0035067	Renal artery stenosis
3533	C0858600	Taste sweet
3534	C0849918	Eyelids pruritus
3535	C0000768	Congenital anomaly
3536	C0282005	Scrotal swelling
3537	C0002893	Refractory anemia
3538	C0264490	Acute respiratory failure
3539	C0729552	Genital infection
3540	C0151752	Lactation female
3541	C0282160	Aplasia cutis congenita
3542	C0151849	Phosphatase alkaline increased
3543	C3665347	Visual impairment
3544	C0152191	Central scotoma
3545	C0238113	Radiation oesophagitis
3546	C0520757	Delayed recovery from anaesthesia
3547	C0085632	Apathy
3548	C1456786	Paranoid state
3549	C0856864	Headache fullness
3550	C1262018	Transplant failure
3551	C0003838	Arterial occlusive disease
3552	C0262666	Vulval abscess
3553	C1704272	Benign prostatic hyperplasia
3554	C0520474	Aseptic necrosis of bone
3555	C1167945	Infusion site rash
3556	C0456909	Blindness
3557	C0392557	Cataract nuclear
3558	C0341742	Acute retention of urine
3559	C1112442	Female sexual dysfunction
3560	C0151571	Corneal lesion
3561	C0392176	Gastric irritation
3562	C0015923	Foetal alcohol syndrome
3563	C1608410	Head titubation
3564	C0863090	Allergic skin reaction
3565	C0151685	Growth accelerated
3566	C0151746	Kidney function abnormal
3567	C0542346	Pimples
3568	C0178421	Fibroadenoma of breast
3569	C0877314	Blood glucose fluctuation
3570	C0277585	Drug intolerance
3571	C0483455	Prothrombin time ratio
3572	C0006271	Bronchiolitis
3573	C0018780	High frequency deafness
3574	C0522055	Electrocardiogram abnormal
3575	C0919924	Pulmonary toxicity
3576	C0001824	Agranulocytosis
3577	C1504343	Acarodermatitis
3578	C0018994	Haemobilia
3579	C0034359	Pyuria
3580	C0015407	Eye infection viral
3581	C0020676	Hypothyroidism
3582	C0034079	Lung nodule
3583	C1368065	Vascular purpura
3584	C0854456	Cellulitis gangrenous
3585	C0086565	Hepatic function abnormal
3586	C0856825	Acute graft versus host disease
3587	C0038661	Suicide
3588	C0027404	Narcolepsy
3589	C0853785	Blood iron decreased
3590	C0152183	Explosive personality disorder
3591	C0014549	Grand mal convulsion
3592	C0403447	Chronic renal insufficiency
3593	C0854131	Vaginal wall congestion
3594	C0334492	Malignant mesenchymoma
3595	C0206062	Interstitial lung disease
3596	C1610080	ANA increased
3597	C0205875	Papillomatosis
3598	C0235250	Hyperemesis
3599	C1704327	Bone sarcoma
3600	C0541766	Aggravation of existing disorder
3601	C0025193	Melancholia
3602	C0476369	Echocardiogram abnormal
3603	C0581164	Digoxin level increased
3604	C1386135	Acute depression
3605	C0042961	Volvulus
3606	C0020488	Hypernatraemia
3607	C1321632	Venous thrombosis deep limb
3608	C0272891	Knee sprain
3609	C0025160	Megacolon
3610	C0919777	Band neutrophil count increased
3611	C0428974	Arrhythmia supraventricular
3612	C0025286	Meningioma
3613	C3495700	Atypical fracture
3614	C0522165	Feeling of relaxation
3615	C0026986	Myelodysplastic syndrome
3616	C0877331	Abnormal clotting factor
3617	C0240447	Nasal mucosal erythema
3618	C0850001	Heaviness of head
3619	C0853312	Osteoarthritis aggravated
3620	C0521591	Paraesthesia oral
3621	C0151854	Abnormal platelets
3622	C2173677	Renal cyst
3623	C0086439	Hypokinesia
3624	C0151878	Electrocardiogram QT prolonged
3625	C0541840	Contraction skeletal muscle
3626	C0426732	Prostatomegaly
3627	C0242231	Coronary artery stenosis
3628	C0549389	Wound discharge increased
3629	C0152025	Polyneuropathy
3630	C0577730	Family stress
3631	C0205929	Anal fistula
3632	C0235214	Ejaculation inhibited
3633	C0853592	Blood antidiuretic hormone abnormal
3634	C0034902	Aplasia pure red cell
3635	C0234979	Dysdiadochokinesis
3636	C0853945	Oral mucosal blistering
3637	C0242669	Retained placenta
3638	C0221780	Rectal discharge
3639	C0857468	Withdrawal hypertension
3640	C0027125	Myotonia
3641	C0476281	Non-cardiac chest pain
3642	C0032827	Potassium deficiency
3643	C0151834	Papanicolaou smear suspicious
3644	C1442835	Solar dermatitis
3645	C0040136	Thyroid neoplasm
3646	C0272126	Evans syndrome
3647	C0001418	Adenocarcinoma
3648	C0857153	Nodal block
3649	C2609319	Papulopustular rash
3650	C0235802	Pupillary reflex impaired
3651	C0279637	Anal cancer
3652	C0085594	Fever chills
3653	C0858950	Mental aberration
3654	C0242966	Systemic inflammatory response syndrome
3655	C0007114	Skin cancer
3656	C0376670	Alcoholic pancreatitis
3657	C0855675	Blood zinc decreased
3658	C0743668	Limb injury
3659	C0239937	Microscopic hematuria
3660	C0025874	Metrorrhagia
3661	C0240941	Itchy scalp
3662	C0152154	Prolonged labour
3663	C0019196	Hepatitis C
3664	C0856623	Orofacial oedema
3665	C0027145	Myxoedema
3666	C0233488	Feeling of despair
3667	C0155877	Allergic asthma
3668	C1393815	Contraceptive device complication
3669	C0751576	Vocal cord paresis
3670	C0232257	Systolic murmur
3671	C0854530	Human herpesvirus 6 infection
3672	C0547030	Visual disturbance
3673	C0040953	Trichotillomania
3674	C1504438	Cerebral artery stenosis
3675	C0018926	Haematemesis
3676	C0012241	Gastrointestinal malformation
3677	C0270549	Generalised anxiety disorder
3678	C0013687	Effusion
3679	C0010037	Corneal oedema
3680	C0235055	Skeletal muscle paralysis
3681	C0700075	Motor restlessness
3682	C3263723	Injury
3683	C0424000	Suicidal ideation
3684	C0001511	Adhesion
3685	C2712871	Gout attack
3686	C0038732	Sulphaemoglobinaemia
3687	C0151773	Bone marrow depression
3688	C0029734	Other scleritis
3689	C0549398	Meibomianitis
3690	C1321581	Bezoar
3691	C0026825	Muscle tone flaccid
3692	C0919702	Ventricular hypokinesia
3693	C0003892	Neuropathic arthropathy
3694	C1167783	Mucosal excoriation
3695	C0020757	Ichthyosis
3696	C0236663	Alcohol withdrawal syndrome
3697	C0863129	AGEP
3698	C0741553	Hemorrhage abnormal
3699	C1619733	Gout flare
3700	C0235957	Muscle necrosis
3701	C0542476	Forgetfulness
3702	C0269608	Antepartum hemorrhage
3703	C0151588	Deafness transitory
3704	C1306571	Hepatic insufficiency
3705	C0030201	Postoperative pain
3706	C0877497	Redness gum
3707	C0920114	Urinary sediment abnormal
3708	C0877134	Hernia pain
3709	C0860703	Serum total protein decreased
3710	C0857979	Serum prolactin decreased
3711	C0041912	Upper respiratory tract infection
3712	C0005778	Clotting
3713	C0011609	Drug eruption
3714	C0948284	Corneal decompensation
3715	C0000729	Abdominal cramps
3716	C0342649	Vascular calcification
3717	C0239819	Edema hands
3718	C0043144	Wheezing
3719	C0009918	Joint contracture
3720	C0263492	Ingrown hair
3721	C0221030	Hyperviscosity syndrome
3722	C0869523	Carditis
3723	C0010399	Crying
3724	C0235551	Laryngotracheal oedema
3725	C0235680	Vaginitis ulcerative
3726	C3160891	Hormone-dependent prostate cancer
3727	C0028077	Night blindness
3728	C0007780	Cerebral artery embolism
3729	C1384489	Scratch
3730	C0857117	Hand rash
3731	C0549405	Blood pressure fluctuation
3732	C0521008	Screaming
3733	C0151664	Gastrointestinal perforation
3734	C1704436	Peripheral arterial disease
3735	C0278045	Urine odour abnormal
3736	C0018991	Hemiplegia
3737	C0542127	Oversedation
3738	C0014591	Epistaxis
3739	C0000735	Abdominal neoplasm
3740	C0333243	Pitting edema
3741	C0428409	Progesterone levels
3742	C0025297	Meningitis viral
3743	C0004936	Mental disorder
3744	C0151699	Haemorrhage intracranial
3745	C0429098	Electrocardiogram QRS complex
3746	C0240873	Rectal mass
3747	C0268009	Plasma osmolality increased
3748	C1527410	Renal rickets
3749	C0599918	Nephrotoxicity
3750	C0019880	Homocystinuria
3751	C0578736	Lymphadenopathy inguinal
3752	C0267356	Duodenal perforation
3753	C0521616	Pseudoporphyria
3754	C0018021	Goitre
3755	C0423232	Corneal staining
3756	C0549410	Palmar-plantar erythrodysaesthesia syndrome
3757	C1535879	Vessel puncture site bruise
3758	C0003128	Anovulation
3759	C1384666	Hearing impaired
3760	C0699790	Carcinoma colon
3761	C0398625	Protein C deficiency
3762	C1868912	Uric acid increased
3763	C0857236	Rash both legs
3764	C0853737	Blood bicarbonate increased
3765	C0151698	Injection site haemorrhage
3766	C0549419	Skin fragility
3767	C0151872	Prothrombin level increased
3768	C0558919	Stress at work
3769	C0948050	Small bowel angioedema
3770	C0232488	Abdominal colic
3771	C1142383	Breast tension
3772	C0341753	Pelvic fibrosis
3773	C0853746	Blood creatinine abnormal
3774	C0858176	Serum sodium abnormal
3775	C0156404	Menstruation irregular
3776	C0029132	Optic nerve disorder
3777	C0025517	Metabolic disorder
3778	C0549393	Alcohol problem
3779	C0235401	Glucose tolerance abnormal
3780	C0149931	Migraine
3781	C0423361	Posterior vitreous detachment
3782	C0085616	Vasospasm
3783	C0038362	Stomatitis
3784	C0231441	Immobile
3785	C0079035	Bradyarrhythmia
3786	C0030305	Pancreatitis
3787	C1141885	Sclerosing encapsulating peritonitis
3788	C0041296	Tuberculosis
3789	C0391996	Hepatic atrophy
3790	C0235048	Smarting
3791	C0877635	Cytomegalovirus viraemia
3792	C0345217	Cloacal exstrophy
3793	C0042740	Viral syndrome
3794	C1510586	Autism spectrum disorder
3795	C0239279	Epididymal tenderness
3796	C0520887	Electrocardiogram ST segment depression
3797	C0027858	Neuroma
3798	C1262760	Drug-induced hepatitis
3799	C0151618	Embolus leg
3800	C0032226	Pleural disorder
3801	C0035326	Retinal vascular occlusion
3802	C1142011	Orchitis noninfective
3803	C0020433	Hyperbilirubinaemia
3804	C1096282	Medication residue
3805	C0855223	Hallucinations, mixed
3806	C0877098	Application site dryness
3807	C1527336	Sjogren's syndrome
3808	C0151971	Intestinal ulcer
3809	C0038379	Strabismus
3810	C0029396	Ectopic ossification
3811	C0008497	Choriocarcinoma
3812	C0151981	Peptic ulcer reactivated
3813	C0241669	Venous occlusion
3814	C0018799	Cardiac disorder
3815	C0410919	Bradycardia foetal
3816	C0271738	Secondary adrenocortical insufficiency
3817	C0349231	Phobia
3818	C0699885	Bladder carcinoma
3819	C0026393	Molluscum contagiosum
3820	C0235634	Costovertebral angle tenderness
3821	C1735634	Acute allograft rejection
3822	C0151790	Nasal septum disorder
3823	C0026836	Muscle relaxation
3824	C0473117	Ischaemic hepatitis
3825	C0155002	Sudden visual loss
3826	C0007873	Cervix neoplasm
3827	C1279945	Acute interstitial pneumonitis
3828	C0235496	Oral mucosal petechiae
3829	C0403529	Goodpasture's syndrome
3830	C0858357	Oesophageal stenosis acquired
3831	C0581870	Pain hunger
3832	C0235046	Paraesthesia skin
3833	C0009324	Colitis ulcerative
3834	C0020651	Orthostatic hypotension
3835	C1321686	Faecaloma
3836	C0149516	Chronic sinusitis
3837	C0028778	Obstruction
3838	C0521494	Application site pigmentation changes
3839	C0853786	Blood sodium abnormal
3840	C0005694	Bladder neck obstruction
3841	C0016977	Gallbladder disorder
3842	C0035309	Retinal disorder
3843	C0428196	Bicarbonate level
3844	C0003962	Ascites
3845	C3495832	Rheumatic disorder
3846	C1328428	Mycobacterium test
3847	C0206633	Angiomyolipoma
3848	C0149770	Rectal abscess
3849	C0858854	Unrest
3850	C1096506	Free prostate-specific antigen increased
3851	C0521169	Compression fracture
3852	C1735368	Acute dystonia
3853	C0595878	Blood sodium increased
3854	C0085393	Immunocompromised
3855	C0344232	Vision blurred
3856	C0024790	Paroxysmal nocturnal haemoglobinuria
3857	C0854466	Implant expulsion
3858	C0549234	Arthralgia aggravated
3859	C1328519	Retinal pigment epithelial tear
3860	C0040210	VT
3861	C0264906	Atrioventricular block second degree
3862	C0149782	Squamous cell carcinoma of lung
3863	C0019154	Hepatic vein thrombosis
3864	C1443060	Feeling abnormal
3865	C2230138	Pulse rate decrease marked
3866	C0233472	Affect lability
3867	C0029927	Ovarian cyst
3868	C0040460	Toothache
3869	C0520878	Electrocardiogram PR shortened
3870	C1167675	Application site folliculitis
3871	C0032343	Poisoning
3872	C1696110	Vessel puncture site haematoma
3873	C0025061	Mediastinal disorder
3874	C0039239	Sinus tachycardia
3875	C1321523	Wandering pacemaker
3876	C0001175	Acquired immunodeficiency syndrome
3877	C0042401	Vasodilation
3878	C0855242	Disturbance in sexual arousal
3879	C0024236	Lymphoedema
3880	C3267047	Immune-mediated necrotising myopathy
3881	C0151775	Injection site mass
3882	C0041909	Upper gastrointestinal haemorrhage
3883	C0151512	Injection site atrophy
3884	C0268000	Fluid retention
3885	C0013362	Dysarthria
3886	C0520477	Prostatic adenoma
3887	C0948002	Crystal urine present
3888	C1096458	Vascular occlusion
3889	C0006625	Cachexia
3890	C0237938	Gastrointestinal ulcer
3891	C0919728	Unwanted awareness during anaesthesia
3892	C0023223	Leg ulcer
3893	C0206063	Radiation pneumonitis
3894	C0021670	Insulinoma
3895	C2004521	Anaemia vitamin B12 deficiency
3896	C0877365	Infusion site erythema
3897	C0005684	Bladder cancer
3898	C0270922	Demyelinating polyneuropathy
3899	C1096267	Injection site discomfort
3900	C2004487	Vaginismus
3901	C0264309	Vocal cord disorder
3902	C0262414	Cervical vertebral fracture
3903	C2717961	Thrombotic microangiopathy
3904	C0852733	Completed suicide
3905	C0413252	Hypothermia
3906	C0014065	Encephalocele
3907	C0541782	Sinus arrest
3908	C0178415	Prostatic specific antigen increased
3909	C1112366	Eyelid irritation
3910	C0027562	Negativism
3911	C0020626	Hypoparathyroidism
3912	C0549124	Embolism arterial
3913	C0038450	Stridor
3914	C0018824	Cardiac valve disease
3915	C0017658	Glomerulonephritis
3916	C2609148	Barium impaction
3917	C0398370	Lipoedema
3918	C0852921	Blood fibrinogen increased
3919	C0022680	Polycystic kidney
3920	C0854193	Cognitive deterioration
3921	C0577822	Heart sounds abnormal
3922	C0020455	Hypergammaglobulinaemia
3923	C0010481	Cushing's syndrome
3924	C0240417	Muscle mass
3925	C0015914	Fertilization
3926	C0015695	Liver fatty
3927	C0151632	Red blood cell sedimentation rate increased
3928	C0007115	Thyroid cancer
3929	C0153594	Testis cancer
3930	C0333912	Hypochromasia
3931	C0262385	Autonomic nervous system imbalance
3932	C0855852	Antibody NOS negative
3933	C0040797	Traumatic haemorrhage
3934	C2609073	Splenic peliosis
3935	C0919715	Lupus-like syndrome
3936	C0152972	Pseudomonal sepsis
3937	C0221040	Dialysis dementia
3938	C0272195	Eosinopenia
3939	C0234632	Visual acuity reduced
3940	C0153252	Systemic candida
3941	C0238124	Necrotising fasciitis
3942	C0009782	Connective tissue disorder
3943	C0008372	Cholestasis intrahepatic
3944	C0039685	Fallot's tetralogy
3945	C0861021	Insulin C-peptide increased
3946	C0007871	Cervical incompetence
3947	C0742224	Candida cervicitis
3948	C0151476	Alkalosis hypochloraemic
3949	C0040028	Essential thrombocythaemia
3950	C0032000	Pituitary adenoma
3951	C0032989	Multiple pregnancy
3952	C0013537	Eclampsia
3953	C0152486	Salmonella sepsis
3954	C0270795	Monoparesis
3955	C0423729	Painful respiration
3956	C0235946	Cerebral atrophy
3957	C0233408	Temporal disorientation
3959	C0920157	Mesenteric ischemia
3960	C0149678	Epstein-Barr virus infection
3961	C0855329	Electrocardiogram change
3962	C0877584	Tumour haemorrhage
3963	C0239779	Grimacing
3964	C0023321	Lentigo
3965	C0948309	Pseudohyperkalaemia
3966	C0031485	Phenylketonuria
3967	C0085624	Burning sensation
3968	C1096368	Mean platelet volume decreased
3969	C0033777	Pruritus genital
3970	C1282799	Penile swelling
3971	C0595938	Increased effect
3972	C0268030	Acidemia
3973	C0149745	Mouth ulceration
3974	C0029560	Other conjunctivitis
3975	C0085605	Hepatic failure
3976	C0678222	Carcinoma breast
3977	C2363829	Semen analysis abnormal
3978	C0270971	Floppy infant
3979	C0151785	Mucous membrane disorder
3980	C0852679	Paraesthesia NEC
3981	C0025319	Menopausal disorder
3982	C0701821	Onychia
3983	C0281825	Dysequilibrium
3984	C0025637	Methaemoglobinaemia
3985	C2242574	Compulsive sexual behaviour
3986	C0151955	Decreased tolerance
3987	C0151723	Hypomagnesaemia
3988	C0859996	Corneal sensitivity decreased
3989	C0856148	Porphyria aggravated
3990	C0311223	Frozen shoulder
3991	C0019572	Hirsutism
